,adexchange_1,adexchange_2,adexchange_3,adexchange_4,adexchange_null,advertiser,browser_chrome,browser_firefox,browser_ie,browser_maxthon,browser_opera,browser_other,browser_safari,browser_theworld,city,hour,os_android,os_ios,os_linux,os_mac,os_other,os_windows,region,slotformat_0,slotformat_1,slotformat_5,slotformat_Na,slotheight,slotprice,slotvisibility_0,slotvisibility_1,slotvisibility_2,slotvisibility_255,slotvisibility_FifthView,slotvisibility_FirstView,slotvisibility_FourthView,slotvisibility_Na,slotvisibility_OtherView,slotvisibility_SecondView,slotvisibility_ThirdView,slotwidth,weekday
1700611,0,1,0,0,0,2259,1,0,0,0,0,0,0,0,217,11,0,0,0,0,0,1,216,0,0,0,1,280,8,0,0,0,0,0,0,0,0,1,0,0,336,6
1700619,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,245,17,0,0,0,0,0,1,238,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
1700639,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,211,3,0,0,0,0,0,1,201,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,2
1700733,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,180,13,0,0,0,0,0,1,164,1,0,0,0,600,162,1,0,0,0,0,0,0,0,0,0,0,160,5
1700763,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,148,22,0,0,0,0,0,1,146,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,3
1700788,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
1700815,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,82,21,0,0,0,0,0,1,80,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,6
1700834,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,121,21,0,0,0,0,0,1,106,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1700870,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,163,15,1,0,0,0,0,0,146,0,0,0,1,50,6,0,0,0,0,0,1,0,0,0,0,0,320,3
1700927,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,172,10,0,0,0,0,0,1,164,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,5
1700952,1,0,0,0,0,3427,0,0,0,0,0,0,1,0,148,7,0,0,0,1,0,0,146,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,2
1700953,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,275,0,0,0,0,0,0,1,275,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,0
1701032,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,82,16,0,0,0,0,0,1,80,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,5
1701143,1,0,0,0,0,2259,0,0,1,0,0,0,0,0,217,16,0,0,0,0,0,1,216,0,0,0,1,100,0,0,0,0,0,0,0,0,1,0,0,0,300,0
1701149,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,241,13,0,0,0,0,0,1,238,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,0
1701162,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,66,16,0,0,0,0,0,1,65,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,6
1701211,0,0,0,1,0,2821,0,0,0,0,0,0,1,0,249,22,0,0,0,1,0,0,238,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,0
1701267,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,6
1701272,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,81,19,0,0,0,0,0,1,80,1,0,0,0,250,5,1,0,0,0,0,0,0,0,0,0,0,250,5
1701289,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,2,19,0,0,0,0,0,1,2,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1701366,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,282,11,0,0,0,0,0,1,276,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
1701407,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,112,18,0,0,0,0,0,1,106,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
1701420,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,4
1701502,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,1,14,0,0,0,0,0,1,1,1,0,0,0,600,140,1,0,0,0,0,0,0,0,0,0,0,160,2
1701542,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,277,23,0,0,0,0,0,1,276,1,0,0,0,250,4,0,0,1,0,0,0,0,0,0,0,0,250,2
1701648,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,85,14,0,0,0,0,0,1,80,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,6
1701687,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,79,16,0,0,0,0,0,1,79,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,5
1701698,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,96,17,0,0,0,0,0,1,94,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
1701936,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,1,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,5
1701953,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,56,16,0,0,0,0,0,1,55,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
1702148,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,16,7,0,0,0,0,0,1,15,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,0
1702203,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,73,15,0,0,0,0,0,1,65,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,1
1702342,0,0,1,0,0,2259,1,0,0,0,0,0,0,0,220,1,0,0,0,0,0,1,216,0,0,0,1,90,80,0,0,0,0,0,0,0,1,0,0,0,1000,6
1702428,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,219,20,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,5
1702520,1,0,0,0,0,2821,0,0,1,0,0,0,0,0,228,0,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,2
1702752,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,56,23,0,0,0,0,0,1,55,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,2
1702826,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,73,17,0,0,0,0,0,1,65,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,6
1702941,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,12,20,0,0,0,0,0,1,3,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,0
1702979,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,361,19,0,0,0,0,0,1,359,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,0
1703003,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,219,13,0,0,0,0,0,1,216,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,6
1703030,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,16,2,0,0,0,0,0,1,15,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1703047,0,1,0,0,0,2259,0,0,1,0,0,0,0,0,217,7,0,0,0,0,0,1,216,0,0,0,1,250,5,0,0,0,0,0,1,0,0,0,0,0,300,5
1703118,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,240,22,0,0,0,0,0,1,238,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,6
1703121,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,224,8,0,0,0,0,0,1,216,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,5
1703184,1,0,0,0,0,3427,0,0,0,0,0,0,1,0,22,1,0,0,0,1,0,0,15,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,5
1703195,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,104,20,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1703242,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0,1,2,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,3
1703384,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,88,14,0,0,0,0,0,1,80,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,250,1
1703558,0,1,0,0,0,3386,0,0,0,0,0,0,1,0,275,22,0,0,0,0,0,1,275,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,3
1703618,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,98,19,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1703621,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,167,10,0,0,0,0,0,1,164,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,2
1703652,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,289,19,0,0,0,0,0,1,276,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,6
1703668,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,156,16,0,0,0,0,0,1,146,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
1703814,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,108,2,0,0,0,0,0,1,106,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,2
1703946,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,129,0,0,0,0,0,0,1,124,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
1704020,1,0,0,0,0,3386,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,0
1704069,0,0,1,0,0,3386,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,1,1,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,0
1704091,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,161,15,0,0,0,0,0,1,146,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,6
1704177,0,1,0,0,0,2259,0,0,1,0,0,0,0,0,223,11,0,0,0,0,0,1,216,0,0,0,1,280,23,0,0,0,0,0,0,0,0,1,0,0,336,5
1704182,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,307,13,0,0,0,0,0,1,298,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,2
1704249,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,1,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,2
1704366,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,285,17,0,0,0,0,0,1,276,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,2
1704613,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,275,15,0,0,0,0,0,1,275,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,4
1704666,1,0,0,0,0,2259,0,0,1,0,0,0,0,0,219,16,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,1
1704888,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,309,14,0,0,0,0,0,1,308,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,2
1704978,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,79,13,0,0,0,0,0,1,79,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,1
1704987,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,297,12,0,0,0,0,0,1,276,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,0
1705023,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,126,11,0,0,0,0,0,1,124,0,1,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,950,4
1705079,0,0,1,0,0,3386,0,0,0,0,0,1,0,0,17,11,0,0,0,1,0,0,15,1,0,0,0,250,80,1,0,0,0,0,0,0,0,0,0,0,300,0
1705097,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,336,19,0,0,0,0,0,1,333,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,5
1705108,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,66,19,0,0,0,0,0,1,65,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,1
1705229,0,0,1,0,0,3476,1,0,0,0,0,0,0,0,4,16,0,0,0,0,0,1,3,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,0
1705441,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,162,18,0,0,0,0,0,1,146,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
1705478,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,179,5,0,0,0,0,0,1,164,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
1705589,0,1,0,0,0,2261,0,0,1,0,0,0,0,0,144,9,0,0,0,0,0,1,134,0,0,0,1,250,5,0,0,0,0,0,0,0,0,1,0,0,300,5
1705723,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,222,18,1,0,0,0,0,0,216,0,0,0,1,50,66,0,0,0,0,0,1,0,0,0,0,0,320,3
1705748,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,2,17,0,0,0,0,0,1,2,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,2
1705822,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,84,0,0,0,0,0,0,1,80,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,5
1706092,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,232,3,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,1
1706364,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,79,17,0,0,0,0,0,1,79,0,0,0,1,250,0,0,0,0,0,0,1,0,0,0,0,0,250,3
1706454,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,1,1,0,0,0,200,4,1,0,0,0,0,0,0,0,0,0,0,200,5
1706562,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,275,0,0,0,0,0,0,1,275,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,5
1706624,0,0,1,0,0,3358,1,0,0,0,0,0,0,0,128,23,0,0,0,0,0,1,124,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1706673,1,0,0,0,0,3427,1,0,0,0,0,0,0,0,48,10,0,0,0,0,0,1,40,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,3
1706679,1,0,0,0,0,3358,0,0,0,0,0,0,1,0,79,0,0,0,0,1,0,0,79,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,4
1706754,1,0,0,0,0,3386,0,0,1,0,0,0,0,0,149,10,0,0,0,0,0,1,146,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
1706809,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,217,14,0,0,0,0,0,1,216,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
1706818,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,118,19,0,0,0,0,0,1,106,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1706859,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,7,16,0,0,0,0,0,1,3,1,0,0,0,600,5,1,0,0,0,0,0,0,0,0,0,0,160,3
1706950,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,56,16,0,0,0,0,0,1,55,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,6
1706952,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,81,9,0,0,0,0,0,1,80,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,0
1706993,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,381,12,0,0,0,0,0,1,374,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,2
1707056,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,162,19,0,0,0,0,0,1,146,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,1
1707067,0,0,1,0,0,2259,0,1,0,0,0,0,0,0,219,12,0,0,0,0,0,1,216,0,0,0,1,250,50,0,0,0,0,0,0,0,1,0,0,0,300,0
1707130,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,9,18,0,0,0,0,0,1,3,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,2
1707163,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,219,1,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,2
1707183,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,154,22,0,0,0,0,0,1,146,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,6
1707296,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,172,12,0,0,0,0,0,1,164,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
1707369,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,139,5,0,0,0,0,0,1,134,1,0,0,0,250,31,1,0,0,0,0,0,0,0,0,0,0,300,0
1707495,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,1,18,0,0,0,0,0,1,1,1,0,0,0,600,5,0,1,0,0,0,0,0,0,0,0,0,160,3
1707507,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,149,16,0,0,0,0,0,1,146,1,0,0,0,90,280,1,0,0,0,0,0,0,0,0,0,0,728,3
1707537,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,233,8,0,0,0,0,0,1,216,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,4
1707601,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,101,2,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1707682,1,0,0,0,0,3386,0,0,1,0,0,0,0,0,3,20,0,0,0,0,0,1,3,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,0
1707805,0,1,0,0,0,2261,0,0,1,0,0,0,0,0,171,14,0,0,0,0,0,1,164,0,0,0,1,280,180,0,0,0,0,0,0,0,0,1,0,0,336,3
1707914,1,0,0,0,0,3386,0,0,1,0,0,0,0,0,129,15,0,0,0,0,0,1,124,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,4
1708037,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,1,250,0,0,0,0,0,0,1,0,0,0,0,0,250,3
1708056,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,114,21,0,0,0,0,0,1,106,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,1,0,300,0
1708059,0,1,0,0,0,2261,0,0,1,0,0,0,0,0,150,16,0,0,0,0,0,1,146,0,0,0,1,250,5,0,0,0,0,0,1,0,0,0,0,0,300,5
1708128,1,0,0,0,0,3427,0,0,0,0,0,0,0,1,352,21,0,0,0,0,0,1,344,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
1708148,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,345,5,0,0,0,0,0,1,344,1,0,0,0,600,177,1,0,0,0,0,0,0,0,0,0,0,160,1
1708180,0,0,1,0,0,2259,0,0,1,0,0,0,0,0,219,17,0,0,0,0,0,1,216,0,0,0,1,60,70,0,0,0,0,0,0,0,1,0,0,0,960,6
1708227,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,219,10,0,0,0,0,0,1,216,1,0,0,0,200,5,0,0,1,0,0,0,0,0,0,0,0,200,0
1708262,0,1,0,0,0,2259,0,0,1,0,0,0,0,0,222,2,0,0,0,0,0,1,216,0,0,0,1,250,63,0,0,0,0,0,0,0,0,1,0,0,250,0
1708318,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,38,20,0,0,0,0,0,1,27,1,0,0,0,90,148,1,0,0,0,0,0,0,0,0,0,0,728,6
1708532,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,144,11,0,0,0,0,0,1,134,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,6
1708554,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,81,1,0,0,0,0,0,1,80,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,1
1708621,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,83,15,0,0,0,0,0,1,80,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1708698,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,212,2,0,0,0,0,0,1,201,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,6
1708779,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,293,19,0,0,0,0,0,1,276,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,0
1708793,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,214,19,0,0,0,0,0,1,201,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,1
1708919,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,99,8,0,0,0,0,0,1,94,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,4
1708925,0,1,0,0,0,3358,1,0,0,0,0,0,0,0,15,20,0,0,0,0,0,1,15,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,0
1708972,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,7,19,0,0,0,0,0,1,3,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,0
1708982,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,85,22,0,0,0,0,0,1,80,0,1,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,950,3
1709070,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,188,13,0,0,0,0,0,1,183,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,0
1709096,0,0,1,0,0,3476,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
1709253,1,0,0,0,0,2261,0,0,0,0,0,1,0,0,1,8,0,0,0,1,0,0,1,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,1,0,950,5
1709460,0,0,1,0,0,3386,0,1,0,0,0,0,0,0,130,19,0,0,0,0,0,1,124,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
1709614,1,0,0,0,0,3358,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,0
1709725,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,26,11,0,0,0,0,0,1,15,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,1
1709767,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,60,7,0,0,0,0,0,1,55,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1709785,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,348,17,0,0,0,0,0,1,344,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1709837,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,188,22,1,0,0,0,0,0,183,0,0,0,1,50,5,0,0,0,0,0,0,0,0,1,0,0,320,4
1709946,0,1,0,0,0,2259,1,0,0,0,0,0,0,0,219,12,0,0,0,0,0,1,216,0,0,0,1,600,148,0,0,0,0,0,0,0,0,1,0,0,160,6
1710122,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,202,3,0,0,0,0,0,1,201,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,5
1710291,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,153,10,0,0,0,0,0,1,146,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,3
1710351,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,106,9,0,0,0,0,0,1,106,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,3
1710457,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,85,14,0,0,0,0,0,1,80,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
1710562,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1,1,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,0
1710604,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,219,22,0,0,0,0,0,1,216,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,2
1710788,0,1,0,0,0,2261,0,0,1,0,0,0,0,0,16,12,0,0,0,0,0,1,15,0,0,0,1,280,5,0,0,0,0,0,0,0,0,1,0,0,336,5
1710837,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,277,21,0,0,0,0,0,1,276,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,0
1710896,1,0,0,0,0,3386,1,0,0,0,0,0,0,0,148,20,0,0,0,0,0,1,146,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,3
1710935,0,0,1,0,0,3358,0,0,1,0,0,0,0,0,79,23,0,0,0,0,0,1,79,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1710960,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,277,20,0,0,0,0,0,1,276,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
1711130,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,6,16,0,0,0,0,0,1,3,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,6
1711137,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,375,20,0,0,0,0,0,1,374,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,5
1711217,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,202,15,0,0,0,0,0,1,201,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,4
1711226,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,309,23,0,0,0,0,0,1,308,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,2
1711252,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,1,0,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,4
1711259,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,278,10,0,0,0,0,0,1,276,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,6
1711359,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,275,21,0,0,0,0,0,1,275,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,728,5
